customer_id,name,age,gender,occupation,occupation_type,monthly_income,open_account_date,lifecycle_stage,marriage_status,city_level,branch_name,id,total_assets,deposit_balance,financial_balance,fund_balance,insurance_balance,asset_level,deposit_flag,financial_flag,fund_flag,insurance_flag,product_count,financial_repurchase_count,credit_card_monthly_expense,investment_monthly_count,app_login_count,app_financial_view_time,app_product_compare_count,last_app_login_time,last_contact_time,contact_result,marketing_cool_period,stat_month,cluster_label,cluster_name,pca1,pca2
e550d72af18d4fb8817e515b3e64e1ae,段畅,40,女,软件工程师,互联网从业者,21329.49,2025-04-18,新客户,已婚,一线城市,招商银行上海分行陆家嘴支行,3e90380d80b04885a530d732e4d95162,64944.96,23506.92,13761.79,19026.85,8649.4,50万以下,1,0,0,1,2,0,10119.77,0,5,220,3,2025-04-06 20:50:17,2025-04-06 20:50:17,成功,2025-04-28,2025-04,3,客户群4,-1.8801905928674532,-0.07919849544473395
4c915baa334e416ab06a3a8e7e8b2ba9,魏平,40,女,物流主管,传统行业,10428.82,2019-05-09,成长客户,未婚,二线城市,招商银行杭州分行武林支行,42bb0023a70e4a21b346a2b16fe1e1c9,41586.58,14222.84,8583.01,11950.29,6830.44,50万以下,1,1,0,0,2,1,0.0,1,2,70,1,2025-04-27 12:57:18,,,2025-04-22,2025-04,1,客户群2,-2.114186932117866,0.4203719411956428
6cc121fa23454770bf399ed0353db9ed,栗敏,47,女,零售店员,传统行业,14789.81,2017-03-11,成熟客户,未婚,二线城市,招商银行成都分行天府大道支行,b3fb5cd718c841de8255ce160bc99d5e,250483.08,99456.47,54679.87,63248.32,33098.42,50-80万,1,0,0,0,1,0,0.0,0,4,64,1,2025-04-15 10:16:48,,,2025-04-08,2025-04,1,客户群2,-1.906820231615755,-0.9162551794339511
1be6dadde030422190172574153be2da,陈云,25,男,教师,事业单位,13821.03,2018-03-29,新客户,未婚,一线城市,招商银行北京分行金融街支行,740f8579a7e64f369df2b0bd8e19ae11,72516.93,21122.92,21934.1,17604.32,11855.59,50万以下,1,0,0,0,1,0,4833.73,0,7,270,3,2025-04-19 21:53:43,,,2025-04-08,2025-04,1,客户群2,-2.353770014534972,0.9345582404982125
9f2466cd6b2c454ca9fe75cc0f0e097b,黄玲,27,女,运营经理,互联网从业者,32876.65,2016-09-08,成长客户,未婚,一线城市,招商银行广州分行珠江新城支行,59a51b3d8401491ebaf29fd771d2746a,450319.97,128993.57,143654.61,92388.63,85283.17,80-100万,1,1,1,0,3,0,20497.49,4,11,808,6,2025-04-23 03:09:05,,,2025-04-10,2025-04,2,客户群3,0.6457250875772276,4.105883652289737
09460253a420429da07ae00ddfa21abf,何丽,39,男,银行经理,金融从业者,38859.86,2018-04-03,成长客户,已婚,一线城市,招商银行深圳分行科技园支行,7083b1cd5bfa46919254f6cb4e471b00,193180.42,69169.25,48670.07,47374.44,27966.67,50-80万,1,1,0,0,2,1,0.0,2,3,205,3,2025-04-12 08:29:55,2025-04-12 08:29:55,未接通,2025-04-14,2025-04,7,客户群8,-0.9753870934791175,0.8906305664695005
042252ca68fd428eb20e6cec71838ac9,吴建平,34,女,零售店主,私营业主,47223.42,2020-12-28,成长客户,已婚,一线城市,招商银行北京分行中关村支行,79e40706aab04cacbd7ffc64b47b094d,426020.83,96047.09,142130.72,106559.82,81283.2,80-100万,1,0,0,0,1,0,0.0,0,9,366,2,2025-04-14 14:22:54,2025-04-14 14:22:54,考虑中,2025-04-13,2025-04,3,客户群4,-0.6099225175672852,0.4858822981632595
f1a1802347cd4320af24fc9353c39c1c,刘超,48,男,零售店员,传统行业,23514.67,2020-11-03,成长客户,已婚,一线城市,招商银行深圳分行科技园支行,2b412523387841e6a94de96b2f41b2d3,219264.99,87481.31,59456.36,52704.07,19623.25,50-80万,1,0,0,0,1,0,5627.16,0,2,60,1,2025-04-26 11:28:03,,,2025-04-30,2025-04,4,客户群5,-1.793693398524848,-1.4765301894726734
4c387b3f586a4ac9ae785c408009ee3f,刘楠,35,男,制造业老板,私营业主,65750.65,2025-02-14,成熟客户,已婚,一线城市,招商银行广州分行珠江新城支行,f5c57f5eb80a4c56bcce10c17dcb63f8,1264192.46,456998.13,335839.71,298446.03,172908.59,100万+,1,0,0,0,1,0,28116.63,0,10,969,1,2025-04-25 01:14:13,2025-04-25 01:14:13,拒绝,2025-04-09,2025-04,5,客户群6,2.6403144866431956,0.9808577336787909
ac8970f45e0d4641a685e864dd492e32,张瑜,30,女,物流主管,传统行业,8331.1,2022-03-16,新客户,已婚,一线城市,招商银行北京分行金融街支行,e4872bdb71304e6d896a84113ecce74f,26798.97,7674.99,8494.2,5401.63,5228.16,50万以下,1,0,0,0,1,0,3997.63,0,2,135,1,2025-04-02 12:24:29,,,2025-05-01,2025-04,3,客户群4,-2.7075213641271887,-0.6074114485267982
252d964e52314103a4f37b2a078f6154,李成,59,男,销售经理,传统行业,22926.16,2019-09-02,忠诚客户,已婚,一线城市,招商银行上海分行陆家嘴支行,d519b59116fd41deafd1af3c69fad4a8,757353.23,329905.46,223979.3,133184.81,70283.67,100万+,0,1,1,0,2,1,10142.89,1,6,369,1,2025-04-29 15:30:40,2025-04-29 15:30:40,成功,2025-04-20,2025-04,7,客户群8,0.5516955251935655,0.032712805129846444
4afa42626b3a4772afc8ef8c25732267,姜琳,42,男,产品经理,互联网从业者,34792.52,2025-05-26,成熟客户,已婚,一线城市,招商银行北京分行金融街支行,14a539c2468c47c589a8f6f52e3fdd10,475020.83,167527.63,102548.85,109850.84,95093.5,80-100万,1,0,0,0,1,0,0.0,0,8,1138,4,2025-04-04 22:59:53,2025-04-04 22:59:53,未接通,2025-04-08,2025-04,6,年轻高消费客户,-0.5358091368374605,0.9532706584468873
9e51aa76847a4044bc10449fa70e776c,黄成,45,男,UI设计师,互联网从业者,37657.96,2024-02-22,成熟客户,已婚,一线城市,招商银行广州分行珠江新城支行,a89ac79c89bd4b91ae33bf2ba9ae6a86,385993.6,133937.73,93696.92,100148.26,58210.7,80-100万,1,0,0,0,1,0,0.0,0,3,159,1,2025-04-05 22:03:33,2025-04-05 22:03:33,未接通,2025-04-11,2025-04,4,客户群5,-1.1747680066417954,-1.142446828150545
3cbf56364a6e4f97a000c8ef5f2e5665,李辉,30,女,物流主管,传统行业,23293.44,2017-05-04,新客户,已婚,二线城市,招商银行杭州分行武林支行,fb2aed2aaf2047158bab918eb086eebd,55187.77,15128.0,19771.67,15207.04,5081.07,50万以下,1,0,0,0,1,0,7482.57,0,6,246,1,2025-04-27 01:18:43,2025-04-27 01:18:43,未接通,2025-04-21,2025-04,3,客户群4,-2.1356846635033477,0.2562932793838017
63912acad9704e4e8f8541c2e4efbe67,曹玉华,39,男,服务行业老板,私营业主,33213.04,2016-07-21,新客户,未婚,一线城市,招商银行北京分行金融街支行,6e6efd2fc38e4538aa9b23077c290127,137237.98,47548.79,36539.64,30870.79,22278.75,50万以下,1,1,0,1,3,0,13559.27,1,3,115,2,2025-04-09 20:07:07,,,2025-04-27,2025-04,1,客户群2,-1.2078776065700823,0.40631059424191185
d94f45444af74ff685f0b1db383d4444,吴丹丹,46,女,医生,专业人士,40566.24,2024-06-22,成长客户,未婚,二线城市,招商银行苏州分行园区支行,c3bdbd89a95b4db6a859c20e47b9cbdd,663956.79,262408.33,139823.96,176813.72,84910.78,100万+,1,1,1,1,4,1,14306.5,1,6,225,1,2025-04-15 02:39:39,2025-04-15 02:39:39,成功,2025-04-13,2025-04,7,客户群8,0.8944530468596456,1.332963590838164
66fb6be0e69c46f2b68aa0e102c3ef2b,边磊,33,女,投资顾问,金融从业者,42461.68,2017-06-03,新客户,已婚,二线城市,招商银行成都分行天府大道支行,8c8b3a49c8fa4e4da5de535101529e64,229676.58,56986.2,73744.79,51330.98,47614.61,50-80万,1,0,0,1,2,0,14199.64,0,6,738,4,2025-04-24 15:32:37,2025-04-24 15:32:37,未接通,2025-04-02,2025-04,3,客户群4,-0.8222630195141426,0.9234808075973199
b77e5e0ffc384b94a96eafe1f7f4e21a,陆慧,48,女,运营经理,互联网从业者,29010.74,2017-05-16,新客户,已婚,一线城市,招商银行深圳分行深南中路支行,5c24327bdb8549ceab0a28f624d56d18,240175.07,84267.48,59396.13,50088.15,46423.3,50-80万,1,0,0,0,1,0,0.0,0,5,133,2,2025-04-27 20:25:50,,,2025-04-28,2025-04,3,客户群4,-1.5993712082430276,-0.9228434733429025
07130c4c41da4f0f8255e42d465dbd47,周淑英,38,女,会计师,专业人士,52023.7,2015-07-13,忠诚客户,未婚,一线城市,招商银行北京分行金融街支行,62f5fec50e624199a116e6a53db83346,889829.42,316004.55,216551.49,256273.64,100999.74,100万+,1,0,0,0,1,0,29020.78,0,14,2400,5,2025-04-23 00:23:13,2025-04-23 00:23:13,成功,2025-04-09,2025-04,6,年轻高消费客户,1.93036341721849,3.8495857206046
ff51923ca5d645b5affced806fc20265,姬东,42,男,数据分析师,互联网从业者,28878.84,2024-02-10,成熟客户,已婚,一线城市,招商银行北京分行中关村支行,b5ed7d44d96942bdad02a8ce1cb06537,311688.81,114096.15,75787.37,63343.9,58461.39,80-100万,1,1,1,0,3,2,8603.91,2,11,742,1,2025-04-20 18:42:19,2025-04-20 18:42:19,未接通,2025-04-12,2025-04,7,客户群8,0.20678045389593372,3.608880367068201
d7b5b48083264a1d9b0eb6db588cf727,孔梅,38,男,企业CEO,企业高管,77389.42,2024-02-10,价值客户,已婚,二线城市,招商银行武汉分行江汉路支行,851de800c2784caca9bb551158ceb7ab,2243811.84,878733.13,594082.96,628290.27,142705.48,100万+,1,0,0,0,1,0,24429.79,0,12,1300,1,2025-04-20 19:05:37,2025-04-20 19:05:37,成功,2025-04-24,2025-04,5,客户群6,5.383871449007529,1.088389945209564
45e11e84e5c84304aff9478b6f9a87cc,张瑞,63,男,企业CFO,企业高管,61416.91,2024-08-25,成长客户,已婚,二线城市,招商银行成都分行天府大道支行,4718107a263e46468f9f4f29d748e7f6,493391.14,212976.62,146481.63,53841.84,80091.05,80-100万,1,0,0,0,1,0,14201.19,0,2,60,1,2025-04-20 17:12:12,2025-04-20 17:12:12,未接通,2025-05-01,2025-04,4,客户群5,-0.16329943169037148,-2.141151550469435
72d37fb3365f4a03ae131ca3f549c9f2,唐小红,44,男,物流主管,传统行业,12508.45,2015-10-22,忠诚客户,已婚,一线城市,招商银行北京分行中关村支行,6743b2232fdc49ffbc375077168a9043,285603.23,107672.31,76928.49,76587.52,24414.92,50-80万,1,0,0,0,1,0,6440.7,0,5,335,1,2025-04-01 21:42:34,2025-04-01 21:42:34,考虑中,2025-04-25,2025-04,4,客户群5,-1.6242531329748962,-0.5330494757293377
11da3793e8924a45ab5581cf3dfcb763,凌秀珍,34,女,投资顾问,金融从业者,21646.43,2019-07-19,新客户,未婚,二线城市,招商银行西安分行高新支行,f559df1f33b6463ebcd376c83b7ebd0a,86431.73,23330.49,28094.07,23997.09,11010.09,50万以下,1,0,0,0,1,0,9831.62,0,4,454,3,2025-04-20 23:07:47,2025-04-20 23:07:47,考虑中,2025-04-22,2025-04,1,客户群2,-2.0157539923365984,0.23396008964519296
9598ffbd729a40f49307effa81a48ab2,刘浩,53,女,企业CEO,企业高管,38259.25,2016-12-06,忠诚客户,已婚,一线城市,招商银行北京分行金融街支行,c11362fd63b64deabaf4f891a9867c00,1343522.21,618015.69,337881.45,140084.64,247540.43,100万+,1,0,0,0,1,0,24297.04,0,3,156,1,2025-04-29 18:58:34,2025-04-29 18:58:34,未接通,2025-04-03,2025-04,5,客户群6,1.8579596724882745,-2.1568483868643895
8f430ff860ad46e682a26b3b625ae6d9,白阳,32,男,公务员,事业单位,11713.03,2017-08-28,新客户,未婚,一线城市,招商银行北京分行金融街支行,d4110205b88245cdaafbe43a47a7f772,35108.81,8263.06,11292.47,10357.68,5195.61,50万以下,1,0,1,0,2,0,6177.94,1,6,202,1,2025-04-04 00:33:03,2025-04-04 00:33:03,成功,2025-04-03,2025-04,1,客户群2,-2.1279092134016073,1.0871613493972987
a654e02e24f44cceb13d73aa22bdc781,鲍志强,47,男,零售店员,传统行业,18106.83,2019-12-26,成熟客户,已婚,二线城市,招商银行西安分行高新支行,7ff61d03db274f1eb0fe0b250cfa11da,169089.29,53464.31,47544.52,43961.5,24118.96,50-80万,1,0,1,0,2,0,6963.23,1,2,60,1,2025-04-12 18:41:24,2025-04-12 18:41:24,成功,2025-05-01,2025-04,4,客户群5,-1.6545914174313927,-0.7344763862770691
bdc8d0b2201c4866b0319fadaa225076,宫杨,25,女,投资顾问,金融从业者,38440.41,2020-10-10,新客户,未婚,一线城市,招商银行深圳分行科技园支行,fa18020c8554489fbe55bef2ad28d297,178493.49,49687.87,61371.24,51036.82,16397.56,50-80万,1,0,0,0,1,0,8220.05,0,4,505,1,2025-04-10 08:08:41,2025-04-10 08:08:41,未接通,2025-04-13,2025-04,1,客户群2,-1.5787410546332146,0.6223968750170866
8a07d875f49e4c7098627aa35a025e8c,羊柳,31,女,餐饮店主,私营业主,38970.63,2022-12-05,新客户,已婚,一线城市,招商银行北京分行中关村支行,ea0a24380ba14be8b5609fb87ad2971a,467051.33,115290.28,162522.52,112978.62,76259.91,80-100万,1,1,1,1,4,1,16093.29,1,7,664,2,2025-04-23 19:14:34,2025-04-23 19:14:34,成功,2025-04-08,2025-04,7,客户群8,0.556575411161103,2.432852495805949
bc3267786b4a42239e95d994ef0a94c7,李芳,46,男,企业CEO,企业高管,69946.24,2016-07-24,成熟客户,已婚,二线城市,招商银行大连分行中山广场支行,7e824263b7674e72be0f858de3fc4db2,3209680.88,1232187.25,933646.6,952945.78,90901.25,100万+,1,0,0,0,1,0,24380.65,0,4,419,2,2025-04-19 19:49:59,2025-04-19 19:49:59,考虑中,2025-04-04,2025-04,0,高资产客户,7.247259652009624,-2.253524363716462
538c8acde73e49058850a0241a7069ee,王娜,52,男,数据分析师,互联网从业者,23549.62,2019-03-22,价值客户,已婚,一线城市,招商银行北京分行金融街支行,82695e3d0160427e88ce4b1255811a44,203134.98,96194.22,48167.95,28260.84,30511.97,50-80万,1,0,0,1,2,0,0.0,0,7,346,3,2025-04-23 19:59:18,2025-04-23 19:59:18,考虑中,2025-04-21,2025-04,4,客户群5,-1.4947325527183852,-0.170793504284555
9aa9a5908b0645dda56c3d6af74a0a7d,王飞,46,男,教授,专业人士,31975.15,2019-05-15,成长客户,已婚,二线城市,招商银行大连分行中山广场支行,f5e3d6c733b8423cbc49d98557201382,253580.6,88616.43,67122.16,53088.94,44753.06,50-80万,1,0,0,0,1,0,0.0,0,2,60,1,2025-04-20 04:58:02,2025-04-20 04:58:02,考虑中,2025-04-14,2025-04,4,客户群5,-1.7163918390173472,-1.359251997977412
77854d72e55f431cb06a23e6c036cd40,翟玉英,43,男,事业单位职工,事业单位,13886.2,2016-09-05,成长客户,未婚,一线城市,招商银行北京分行中关村支行,5c790b26e3ee4e809312e7a483a83c8b,59892.18,20460.22,13744.79,17412.28,8274.9,50万以下,1,0,0,0,1,0,2432.74,0,4,143,1,2025-04-26 14:06:25,2025-04-26 14:06:25,考虑中,2025-04-27,2025-04,1,客户群2,-2.426590168173988,-0.4582883962225062
fe3cd8b0f5344a8281528cc2487321a4,陈桂芝,41,女,UI设计师,互联网从业者,29655.96,2019-02-13,成长客户,已婚,二线城市,招商银行杭州分行武林支行,3e1b380666c34cb7bbd089715b5c7784,117470.65,45144.01,29533.95,27809.09,14983.59,50万以下,1,0,0,1,2,0,9208.42,0,8,663,2,2025-04-28 01:54:15,2025-04-28 01:54:15,未接通,2025-04-19,2025-04,3,客户群4,-1.3885548021343146,0.9329287226650463
45a1533974cc4661a4ac824e46c3c8d2,沈淑华,30,女,制造业职工,传统行业,8060.28,2019-08-10,新客户,已婚,一线城市,招商银行深圳分行深南中路支行,1108447e0c1349ddad91e12904662513,41352.2,9850.55,13164.28,12125.25,6212.13,50万以下,1,0,0,0,1,0,4128.59,0,3,158,1,2025-04-25 05:08:43,2025-04-25 05:08:43,未接通,2025-04-24,2025-04,3,客户群4,-2.6216535897166375,-0.41885645314500364
78f5da71a528447aa02384ae74f4a3b0,熊坤,37,女,教授,专业人士,20386.79,2017-01-29,成长客户,未婚,二线城市,招商银行成都分行天府大道支行,a30e0faf290b4d05ba7d4ed18d8a0d04,201813.64,70492.81,52159.17,56715.64,22446.02,50-80万,1,0,0,0,1,0,9467.35,0,3,289,1,2025-04-25 23:09:23,2025-04-25 23:09:23,未接通,2025-04-20,2025-04,1,客户群2,-1.8570007717739347,-0.26009083360063134
cbd4860694e94cb8885292d1bef5e632,潘琴,40,女,事业单位职工,事业单位,23813.13,2022-09-06,忠诚客户,已婚,一线城市,招商银行深圳分行科技园支行,7727a34f0ea14d1392e30c48dbda5500,655305.5,248217.57,188700.4,144304.8,74082.73,100万+,1,0,0,0,1,0,9207.57,0,9,1043,2,2025-04-22 06:31:53,2025-04-22 06:31:53,未接通,2025-04-20,2025-04,6,年轻高消费客户,-0.10730275867944403,0.9665508900460209
b918e75d6e19410684756020588d1b7c,马鹏,55,男,企业CTO,企业高管,48654.97,2017-02-23,价值客户,未婚,二线城市,招商银行西安分行高新支行,cd1d6b5a128b457c8b0122004f326fd8,1482882.79,635503.32,335850.45,238922.56,272606.47,100万+,1,0,0,0,1,0,10887.01,0,3,112,1,2025-04-03 05:11:40,2025-04-03 05:11:40,成功,2025-04-21,2025-04,5,客户群6,2.156715533317267,-2.0839586946199606
8cf3fcebe3874cf6bb63e1a445f83667,赵雪,48,女,UI设计师,互联网从业者,37484.33,2017-05-01,价值客户,已婚,二线城市,招商银行重庆分行解放碑支行,ff12d48cb82e4806b55b9dfb9159e4ef,1297680.37,464833.76,335047.16,305349.25,192450.2,100万+,1,1,1,0,3,1,0.0,2,10,707,3,2025-04-20 13:27:50,,,2025-05-01,2025-04,7,客户群8,2.6225326000536646,1.8579299150927044
5e098ad14e054f368d93192c3a057356,张秀芳,27,男,餐饮店主,私营业主,21487.18,2017-11-10,新客户,未婚,二线城市,招商银行南京分行新街口支行,aca593fd8cf3473b8e5b1dd46f3a703b,176834.35,36756.58,59498.35,39396.66,41182.76,50-80万,1,1,1,0,3,0,0.0,1,9,1047,1,2025-04-20 09:15:02,2025-04-20 09:15:02,成功,2025-04-25,2025-04,6,年轻高消费客户,-1.1697134251950925,2.9632956437739337
37ad532b08124ed09e544c1813c51d04,张丽华,48,男,行政人员,传统行业,10706.36,2019-09-22,成长客户,已婚,二线城市,招商银行西安分行高新支行,e1e8a18cfc394366b2b355914621a8b0,98491.35,37211.73,27946.02,26432.15,6901.46,50万以下,1,0,0,0,1,0,3683.14,0,2,73,1,2025-04-12 12:12:45,2025-04-12 12:12:45,成功,2025-04-27,2025-04,4,客户群5,-2.3665774593449775,-1.4010453855840854
a51075c6092f47b29128a6a5275c2295,徐帅,41,男,保险经纪人,金融从业者,27238.04,2016-05-02,新客户,已婚,一线城市,招商银行深圳分行深南中路支行,a193d74c606748d4ba9a726cd0997ed2,172894.49,65207.06,34581.05,46679.35,26427.04,50-80万,1,0,0,0,1,0,0.0,0,7,515,1,2025-04-19 03:17:49,2025-04-19 03:17:49,考虑中,2025-04-11,2025-04,4,客户群5,-1.6773639196408392,0.20284618563244242
00dc62d7d1b64319be2c68844e76d872,佟静,38,女,行政人员,传统行业,12736.25,2018-04-21,成长客户,未婚,二线城市,招商银行杭州分行武林支行,86ed80b930a24d12a6dd6588072bb8d3,110721.56,39325.33,22373.86,28981.21,20041.17,50万以下,1,0,0,0,1,0,3279.72,0,5,101,1,2025-04-16 23:37:49,2025-04-16 23:37:49,考虑中,2025-04-27,2025-04,1,客户群2,-2.2703621231075943,-0.23589073094540491
0f5e2ac1a69f41baa582264eb2798dac,朱楠,51,女,制造业职工,传统行业,9960.81,2022-04-18,价值客户,已婚,一线城市,招商银行深圳分行科技园支行,87b21f6938d64108883f8ea8fa2d6de1,169186.91,79997.89,34686.25,23696.93,30805.84,50-80万,1,0,0,1,2,0,4458.91,0,3,142,1,2025-04-28 02:25:05,2025-04-28 02:25:05,未接通,2025-04-10,2025-04,3,客户群4,-1.8981165849358028,-1.117081750483707
3f2f8494433c48bf8001a90e09e2951b,张伟,55,男,UI设计师,互联网从业者,28036.91,2022-02-11,忠诚客户,已婚,一线城市,招商银行上海分行外滩支行,2ac0ae5b06384d9885137a047fbbc289,443687.38,219822.83,114871.48,58684.45,50308.62,80-100万,1,1,0,0,2,2,13172.91,2,3,371,3,2025-04-05 04:47:27,,,2025-04-17,2025-04,7,客户群8,0.07893529223143798,0.9350962018237716
2f284dde1c764443af83dc747e1ae5f5,纪淑英,54,女,服务行业老板,私营业主,31404.73,2020-04-29,价值客户,未婚,一线城市,招商银行深圳分行科技园支行,071039f54c1448a1931ebc0a2f62fc43,738777.71,344100.6,171098.4,92362.15,131216.56,100万+,1,1,0,0,2,0,6799.4,1,2,107,3,2025-04-24 02:58:58,2025-04-24 02:58:58,拒绝,2025-04-13,2025-04,1,客户群2,0.1014560921301302,-1.1563990178904036
c0a43ac154db43378a7c52660f76b469,苏桂芝,36,男,证券分析师,金融从业者,30095.41,2018-02-08,成熟客户,已婚,二线城市,招商银行南京分行新街口支行,48b465bc129944d89d92b371c86a4fad,595001.17,229757.77,147809.18,150213.23,67220.98,100万+,1,1,0,0,2,2,12782.54,2,13,1521,4,2025-04-05 12:11:12,2025-04-05 12:11:12,考虑中,2025-04-28,2025-04,7,客户群8,1.1278341651791466,4.695534753644143
a6450851b20b4e01b93a38be72ecb79b,陈华,41,男,医院职工,事业单位,22678.06,2025-04-29,成熟客户,已婚,二线城市,招商银行杭州分行武林支行,032c06a9fd66421aa759167867b82a41,413214.19,134934.75,113225.14,102644.56,62409.74,80-100万,1,0,1,0,2,0,9412.81,1,6,344,2,2025-04-26 19:54:21,2025-04-26 19:54:21,成功,2025-04-15,2025-04,4,客户群5,-0.7131898538802252,0.42795829813497493
21373f2b8c2f4582bdd6bac8d7c66edc,姜华,48,男,餐饮店主,私营业主,59895.77,2016-04-29,成熟客户,已婚,一线城市,招商银行深圳分行科技园支行,80cdc7c4bb5943bc93aeb0bbe043b00f,753417.8,268443.12,211429.76,204261.94,69282.98,100万+,1,0,0,0,1,0,26509.26,0,6,333,2,2025-04-06 07:36:59,2025-04-06 07:36:59,未接通,2025-04-13,2025-04,5,客户群6,0.909097177597931,-0.656789722942039
2f09143632e248879952ba1345143412,胡晨,54,女,零售店员,传统行业,22173.33,2016-06-10,成熟客户,已婚,一线城市,招商银行深圳分行科技园支行,29cf07e4319243bcb3c1618391f26b80,181691.28,74184.74,45542.05,21983.37,39981.12,50-80万,1,0,0,0,1,0,6305.39,0,2,93,1,2025-04-21 11:23:54,2025-04-21 11:23:54,拒绝,2025-04-16,2025-04,3,客户群4,-1.810682386109546,-1.706712266594801
